"train","val"
"TCGA-3N-A9WB","TCGA-BF-A1PV"
"TCGA-3N-A9WC","TCGA-BF-A3DM"
"TCGA-3N-A9WD","TCGA-BF-A5EQ"
"TCGA-BF-A1PU","TCGA-D3-A1Q1"
"TCGA-BF-A1PZ","TCGA-D3-A2JA"
"TCGA-BF-A3DJ","TCGA-D3-A2JB"
"TCGA-BF-A3DL","TCGA-D3-A2JC"
"TCGA-BF-A3DN","TCGA-D3-A2JF"
"TCGA-BF-A5EO","TCGA-D3-A2JK"
"TCGA-BF-A5EP","TCGA-D3-A3BZ"
"TCGA-BF-AAP0","TCGA-D3-A3C1"
"TCGA-D3-A1Q4","TCGA-D3-A3C7"
"TCGA-D3-A1Q5","TCGA-D3-A3CC"
"TCGA-D3-A1Q6","TCGA-D3-A3MR"
"TCGA-D3-A1Q7","TCGA-D3-A51T"
"TCGA-D3-A1Q8","TCGA-D3-A5GL"
"TCGA-D3-A1Q9","TCGA-D3-A5GO"
"TCGA-D3-A1QA","TCGA-D3-A5GR"
"TCGA-D3-A1QB","TCGA-D3-A8GJ"
"TCGA-D3-A2J6","TCGA-D3-A8GS"
"TCGA-D3-A2J7","TCGA-D9-A148"
"TCGA-D3-A2J8","TCGA-D9-A4Z3"
"TCGA-D3-A2J9","TCGA-D9-A4Z6"
"TCGA-D3-A2JD","TCGA-D9-A6EA"
"TCGA-D3-A2JE","TCGA-DA-A1I1"
"TCGA-D3-A2JG","TCGA-EB-A24D"
"TCGA-D3-A2JH","TCGA-EB-A299"
"TCGA-D3-A2JL","TCGA-EB-A3XE"
"TCGA-D3-A2JN","TCGA-EB-A3Y7"
"TCGA-D3-A2JO","TCGA-EB-A42Y"
"TCGA-D3-A2JP","TCGA-EB-A44N"
"TCGA-D3-A3C3","TCGA-EB-A5FP"
"TCGA-D3-A3C6","TCGA-EB-A5SF"
"TCGA-D3-A3C8","TCGA-EB-A5UL"
"TCGA-D3-A3CB","TCGA-EB-A6R0"
"TCGA-D3-A3CE","TCGA-EE-A17X"
"TCGA-D3-A3CF","TCGA-EE-A184"
"TCGA-D3-A3MO","TCGA-EE-A29B"
"TCGA-D3-A3MV","TCGA-EE-A29V"
"TCGA-D3-A51E","TCGA-EE-A2A5"
"TCGA-D3-A51F","TCGA-EE-A2A6"
"TCGA-D3-A51G","TCGA-EE-A2GI"
"TCGA-D3-A51H","TCGA-EE-A2GJ"
"TCGA-D3-A51J","TCGA-EE-A2GL"
"TCGA-D3-A51K","TCGA-EE-A2GM"
"TCGA-D3-A51N","TCGA-EE-A2GS"
"TCGA-D3-A51R","TCGA-EE-A2M7"
"TCGA-D3-A5GN","TCGA-EE-A2ME"
"TCGA-D3-A5GS","TCGA-EE-A2MK"
"TCGA-D3-A5GT","TCGA-EE-A2MP"
"TCGA-D3-A5GU","TCGA-EE-A2MR"
"TCGA-D3-A8GB","TCGA-EE-A3AA"
"TCGA-D3-A8GC","TCGA-EE-A3J3"
"TCGA-D3-A8GD","TCGA-EE-A3J5"
"TCGA-D3-A8GE","TCGA-EE-A3JB"
"TCGA-D3-A8GI","TCGA-ER-A195"
"TCGA-D3-A8GK","TCGA-ER-A19G"
"TCGA-D3-A8GL","TCGA-ER-A19J"
"TCGA-D3-A8GM","TCGA-ER-A19M"
"TCGA-D3-A8GN","TCGA-ER-A19T"
"TCGA-D3-A8GO","TCGA-ER-A2NB"
"TCGA-D3-A8GP","TCGA-ER-A3ES"
"TCGA-D3-A8GQ","TCGA-ER-A42K"
"TCGA-D3-A8GR","TCGA-FR-A44A"
"TCGA-D3-A8GV","TCGA-FR-A7U9"
"TCGA-D9-A149","TCGA-FS-A1Z7"
"TCGA-D9-A1JW","TCGA-FS-A1ZD"
"TCGA-D9-A1JX","TCGA-FS-A1ZP"
"TCGA-D9-A1X3","TCGA-FW-A3R5"
"TCGA-D9-A3Z1","TCGA-FW-A5DY"
"TCGA-D9-A3Z3","TCGA-GF-A2C7"
"TCGA-D9-A3Z4","TCGA-GN-A264"
"TCGA-D9-A4Z2","TCGA-GN-A268"
"TCGA-D9-A4Z5","TCGA-GN-A26C"
"TCGA-D9-A6E9","TCGA-HR-A2OH"
"TCGA-D9-A6EC","TCGA-OD-A75X"
"TCGA-D9-A6EG","TCGA-RP-A695"
