"train","val"
"TCGA-3N-A9WB","TCGA-BF-A1PU"
"TCGA-3N-A9WC","TCGA-BF-A3DJ"
"TCGA-3N-A9WD","TCGA-BF-A3DL"
"TCGA-BF-A1PV","TCGA-BF-A5EO"
"TCGA-BF-A1PZ","TCGA-D3-A1Q5"
"TCGA-BF-A3DM","TCGA-D3-A1Q7"
"TCGA-BF-A3DN","TCGA-D3-A1Q8"
"TCGA-BF-A5EP","TCGA-D3-A2JL"
"TCGA-BF-A5EQ","TCGA-D3-A51N"
"TCGA-BF-AAP0","TCGA-D3-A51R"
"TCGA-D3-A1Q1","TCGA-D3-A5GN"
"TCGA-D3-A1Q4","TCGA-D3-A5GS"
"TCGA-D3-A1Q6","TCGA-D3-A8GK"
"TCGA-D3-A1Q9","TCGA-D3-A8GO"
"TCGA-D3-A1QA","TCGA-D3-A8GQ"
"TCGA-D3-A1QB","TCGA-D9-A6EC"
"TCGA-D3-A2J6","TCGA-DA-A1HV"
"TCGA-D3-A2J7","TCGA-DA-A1I2"
"TCGA-D3-A2J8","TCGA-DA-A1I4"
"TCGA-D3-A2J9","TCGA-DA-A1I7"
"TCGA-D3-A2JA","TCGA-DA-A1IA"
"TCGA-D3-A2JB","TCGA-DA-A1IB"
"TCGA-D3-A2JC","TCGA-DA-A3F2"
"TCGA-D3-A2JD","TCGA-DA-A3F5"
"TCGA-D3-A2JE","TCGA-DA-A3F8"
"TCGA-D3-A2JF","TCGA-DA-A95Z"
"TCGA-D3-A2JG","TCGA-EB-A3XC"
"TCGA-D3-A2JH","TCGA-EB-A42Z"
"TCGA-D3-A2JK","TCGA-EB-A430"
"TCGA-D3-A2JN","TCGA-EB-A431"
"TCGA-D3-A2JO","TCGA-EB-A44Q"
"TCGA-D3-A2JP","TCGA-EB-A4IS"
"TCGA-D3-A3BZ","TCGA-EB-A4OZ"
"TCGA-D3-A3C1","TCGA-EB-A551"
"TCGA-D3-A3C3","TCGA-EB-A5SE"
"TCGA-D3-A3C6","TCGA-EB-A6QY"
"TCGA-D3-A3C7","TCGA-EE-A17Z"
"TCGA-D3-A3C8","TCGA-EE-A181"
"TCGA-D3-A3CB","TCGA-EE-A182"
"TCGA-D3-A3CC","TCGA-EE-A183"
"TCGA-D3-A3CE","TCGA-EE-A20B"
"TCGA-D3-A3CF","TCGA-EE-A20C"
"TCGA-D3-A3MO","TCGA-EE-A29Q"
"TCGA-D3-A3MR","TCGA-EE-A29S"
"TCGA-D3-A3MV","TCGA-EE-A29X"
"TCGA-D3-A51E","TCGA-EE-A2GB"
"TCGA-D3-A51F","TCGA-EE-A2GE"
"TCGA-D3-A51G","TCGA-EE-A2M6"
"TCGA-D3-A51H","TCGA-EE-A2MN"
"TCGA-D3-A51J","TCGA-EE-A2MU"
"TCGA-D3-A51K","TCGA-EE-A3AB"
"TCGA-D3-A51T","TCGA-EE-A3AD"
"TCGA-D3-A5GL","TCGA-EE-A3AE"
"TCGA-D3-A5GO","TCGA-EE-A3AH"
"TCGA-D3-A5GR","TCGA-EE-A3JD"
"TCGA-D3-A5GT","TCGA-EE-A3JE"
"TCGA-D3-A5GU","TCGA-ER-A19K"
"TCGA-D3-A8GB","TCGA-ER-A19S"
"TCGA-D3-A8GC","TCGA-ER-A1A1"
